step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,orig_balance_error,dest_balance_error,drain_ratio,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
0.032777001951274636,-0.15995680584008468,-0.4500707064341083,-0.5563330705766232,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.10918098333716586,-0.943043647341262,False,False,True,False,0
-0.1767462450693207,9.920330703483353,9.121004344520609,-0.6403032271800848,-0.15494262907945971,-0.4751198572251729,-13.36403421639857,12.32419342697545,1.2733667980472092,True,False,False,False,1
-0.7401309759469215,-0.1258551149815331,-0.17984903425597448,-0.12618864900854618,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.06793833821455472,-0.9165875854870348,False,False,True,False,0
-0.16277802860128102,-0.16342961424249078,-0.40477580818526937,-0.4730507480711343,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11338100394943826,-1.1517037649411779,False,False,True,False,0
1.397006143663151,-0.16489119829534657,-0.3865508010453252,-0.4394628114451569,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11514864628303483,-1.1908993134846804,False,False,True,False,0
1.7089629781160374,-0.14608783861744026,0.7436670606779774,1.5103139378294748,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.09240782989579592,-1.1729657312511237,False,False,True,False,0
-0.27452376034559856,-0.15767372444019603,0.5088935941533662,1.114643201183309,-0.8763140292222578,-0.4751198572251729,0.1029391805567849,-0.1064198206619131,-1.1913918135198032,False,False,True,False,0
-1.052087810399808,-0.13463877312605052,-0.477422697161406,-0.6348791040001639,-0.5325200915131321,-0.28283877207017893,0.1029391805567843,-0.11630972489494654,1.764082407752402,False,True,False,False,0
0.4378552795244256,-0.11582436655847968,-0.4289074590912829,-0.5730947299393611,0.05618601134753547,-0.0061493371233933515,0.10293918055678437,-0.11630972489494651,0.4050870735839539,True,False,False,False,0
0.7032513924171797,-0.16468424172178744,-0.10694122419101221,0.048309505992299745,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.1148983526376407,-1.2035619922537504,False,False,True,False,0
-0.4235180693380219,-0.1655209860779927,-0.1888943521497309,-0.09371146818902516,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11591031273910489,-1.208060178962,False,False,True,False,0
0.2935170426880155,-0.161143425904884,0.9611365454341453,1.908199535275392,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11061608373822462,-1.2029335894273399,False,False,True,False,0
0.5449449391127299,-0.13907657336936113,-0.47961619918500586,-0.6333077618801644,1.0636296692500293,0.3831802223162166,0.10293918055678432,-0.11630972489494651,1.5880030121155364,True,False,False,False,0
0.15849095016363185,-0.16066351909919688,-0.4936493415701617,-0.6315343050486282,0.25935025424889613,0.011421245846929107,0.1029391805567843,-0.11630972489494651,0.21230909695461125,False,True,False,False,0
-0.12552945135317517,-0.15767821223912226,1.0496339192539328,2.0584444149517647,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.1064252482138566,-1.198076647136773,False,False,True,False,0
-0.7960038418190802,-0.16201526715012765,-0.24291392214565882,-0.19226167742127828,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11167049007924691,-1.1755081619818593,False,False,True,False,0
1.7322433388961036,-0.1402070384116991,0.31117080190943724,0.7482892489510886,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.08529557974584356,-1.1358460271168531,False,False,True,False,0
-0.9822467280596094,-0.11720896759898569,-0.4552418375167349,-0.6173733936661026,0.8696504458063367,0.33461300776060426,0.1029391805567843,-0.11630972489494651,1.2396696031817414,False,False,False,True,0
1.43891079306727,-0.09003517249307615,-0.35693812261821195,-0.47886089844863494,0.40238824793902883,0.17891494669588365,0.1029391805567843,-0.11630972489494662,0.025605858417359458,False,False,False,True,0
-1.4664782322849854,-0.04439759449467756,-0.3380102129170718,-0.5013554887476456,-0.5576637429866274,-0.15646143357249453,0.1029391805567843,-0.11630972489494647,0.541553818855922,False,False,False,True,0
1.2433557625147145,-0.1571350159613987,-0.4862609628398637,-0.6229322133146747,0.5857884026365244,0.15436624187639386,0.1029391805567843,-0.11630972489494662,0.0781542449924654,True,False,False,False,0
0.42388706305638596,-0.15934134449247223,-0.03332349216584639,0.1702990710352317,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.1084366432969154,-1.177659746867104,False,False,True,False,0
-0.6004488112665246,-0.1535038112712505,-0.48472243090995076,-0.6246652752073274,0.114750585545737,-0.038657954786485524,0.1029391805567843,-0.11630972489494651,0.45515376946245345,False,True,False,False,0
-0.3350526983737705,-0.0794050152339541,-0.40850916579688074,-0.581806385069073,0.35386878514211667,0.17459993946905214,0.1029391805567843,-0.11630972489494651,0.9740185988692596,False,False,False,False,0
0.4937281453965844,-0.16457003299270354,-0.5004435181467529,-0.6386393337443071,-0.13192403252617113,-0.15942505903025572,0.1029391805567843,-0.11630972489494651,0.43383421774962644,False,False,False,False,0
-1.5968482526533558,-0.111985745007703,-0.4634062810013139,-0.6379789430016938,-0.6574064362924037,-0.30109211985054346,0.1029391805567843,-0.11630972489494651,2.072496085815192,False,False,False,True,0
-0.9775906559035962,0.013197723742632634,-0.13746594315889663,-0.22141100136068442,1.0849539820589216,0.6233018290127069,0.102939180556784,-0.11630972489494651,-0.047439892857654875,False,False,False,True,0
0.12589844507153924,-0.16499062030232742,-0.5012864476904378,-0.6395988010534893,-0.11674965683571281,-0.153667669659314,0.1029391805567843,-0.11630972489494651,0.8217921946830409,False,True,False,False,0
-0.7028823986988156,-0.1644364922067067,0.7008361720350657,1.4578841775096587,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11459872393676024,-1.2077708200264696,False,False,True,False,0
-0.5166395124582864,-0.16498141456094031,0.00465947863560031,0.24345640561000406,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11525775399389888,-1.2064912664822158,False,False,True,False,0
-0.9822467280596094,-0.16472175511793996,1.3907950817935932,2.662469726050782,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.11494372140516836,-1.2091436170411018,False,False,True,False,0
-1.056743882555821,-0.07056232527279177,-0.36273221533505084,-0.5126679618661292,-0.17666829050188926,-0.03559197573990758,0.1029391805567843,-0.11630972489494651,0.40761037598176286,True,False,False,False,0
1.2573239789827542,-0.1594537696091624,-0.49205417311797023,-0.6302221346162312,-0.811139738569825,-0.43793921742818204,0.1029391805567843,-0.11630972489494651,0.27066365548133065,True,False,False,False,0
0.16314702231964506,-0.09931996818435476,-0.31731690431009274,-0.3984093720501712,-0.4270656915058717,-0.18478158867615752,0.1029391805567843,-0.11630972489494651,-0.358139687313985,False,False,False,True,0
1.4342547209112568,-0.16343657608441478,0.8137167720212997,1.6536867072879247,-0.8763140292222578,-0.4751198572251729,0.1029391805567843,-0.1133894236133506,-1.2062091593497803,False,False,True,False,0
