step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,orig_balance_error,dest_balance_error,drain_ratio,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
-1.7277561774374968,0.09110742343029463,-0.3899121268607448,-0.6033520513654743,0.2093450162877976,0.34543166058613684,0,0.010226184089232036,-0.11410629426593502,1.5541546069050127,False,False,False,True
-1.7277561774374968,4.232074974312038,3.007914308814223,0.03352333591835577,0.9659662049003904,-0.5271862027592678,1,0.010226184089232036,6.064031326091771,1.6411087453067212,True,False,False,False
-1.7277561774374968,-0.17101342117070933,-0.6122944188886185,-0.6533857048243447,0.12353424511387395,-0.044439304480344353,0,0.010226184089232036,-0.11410629426593502,1.5553531939153136,True,False,False,False
-1.7277561774374968,-0.17693774195961712,1.0884911918644686,1.6161641563662446,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.11320352614431965,-1.1789467222049073,False,False,True,False
-1.7277561774374968,-0.1432062313702857,-0.5857375200428235,-0.6441305071582091,-0.7203893163470472,-0.40843070593532566,0,0.010226184089232036,-0.11410629426593503,1.3026180263286122,False,True,False,False
-1.7277561774374968,-0.1765352478973014,-0.6166269154814477,-0.653970883572509,1.1055389008422019,0.4148468518631837,0,0.010226184089232036,-0.11410629426593502,0.8294381705097673,True,False,False,False
-1.7277561774374968,-0.11102496109360864,-0.5549690254026782,-0.6333739565667283,-0.09282578058420934,-0.06735866520463854,0,0.010226184089232036,-0.11410629426593502,1.2750217401899768,False,False,False,False
-1.7277561774374968,-0.17537006320584106,0.8177393206262067,1.2542832952561058,-0.8736869522357338,-0.5271862027592678,0,0.010226184089235556,-0.11129174994772317,-1.1762241155399813,False,False,True,False
-1.7277561774374968,-0.1735660379202664,0.27298130113999997,0.5274390605868519,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10909175036827339,-1.1692472081935894,False,False,True,False
-1.7277561774374968,-0.16706981046869876,1.71059558872942,2.4350139083803195,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10116963432270656,-1.1693856079538214,False,False,True,False
-1.7277561774374968,-0.1737579349787377,-0.3436755495350737,-0.29323976673610497,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10932576784647077,-1.1467997542443529,False,False,True,False
-1.7277561774374968,-0.12271190750885304,-0.4981434528724573,-0.5467632538432089,2.1354214330154586,0.9759204833263122,0,0.010226184089232036,-0.11410629426593502,-0.11571677569641524,False,False,False,True
-1.7277561774374968,-0.169042803117823,-0.608430510981196,-0.6500916282867188,-0.37964422770702405,-0.28092090296670436,0,0.010226184089232036,-0.114106294265935,0.9250228338830179,True,False,False,False
-1.7231087769958204,-0.09701551114548139,-0.4177986729130041,-0.4639277653427928,-0.2172241539705387,-0.10781381598993281,0,0.010226184089232036,-0.11410629426593502,-0.24512623677455064,False,False,False,True
-1.7231087769958204,-0.16719269582400756,0.5065609113861456,0.8323859919748081,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10131949238299075,-1.1583243547012176,False,False,True,False
-1.7231087769958204,-0.052246283593560434,-0.49420237980806553,-0.6076460781167015,-0.8201629516613095,-0.33470116694549656,0,0.010226184089232256,-0.11410629426593502,1.171269253295534,False,False,False,False
-1.7231087769958204,-0.16382789295497313,-0.6065816338202086,-0.6525244760276592,0.8811476857605697,0.3251418233893653,0,0.010226184089232036,-0.11410629426593502,1.646971505209535,True,False,False,False
-1.7231087769958204,-0.16534622463068135,-0.6068751753088563,-0.6514903329346875,1.3990938886559872,0.5692432784179527,0,0.010226184089232036,-0.11410629426593502,1.4038054882290814,False,False,False,True
-1.7231087769958204,-0.16619618167156702,-0.6023223787322994,-0.6446322580662804,-0.40315795962395046,-0.2883032751989143,0,0.010226184089232036,-0.11410629426593502,0.5247018216888621,False,False,False,False
-1.7231087769958204,-0.1634472897017251,-0.5928195550457153,-0.6345623506328267,0.5144852901128373,0.15141389728003854,0,0.010226184089232036,-0.11410629426593502,0.1337702903014529,True,False,False,False
-1.7231087769958204,-0.10647953865756779,-0.48621706778806584,-0.5461209012580527,3.164585409167373,1.4865887370789754,0,0.010226184089232256,-0.11410629426593502,0.07376151389634794,False,False,False,True
-1.7231087769958204,-0.13872566509399117,0.8348187687353363,1.2426293034498688,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.06660409446977798,-1.117759089488056,False,False,True,False
-1.7231087769958204,-0.0732294032493282,-0.4826566936031768,-0.5725853542194843,0.2400528354215858,0.14115878517117855,0,0.010226184089232036,-0.11410629426593502,0.6108520932143643,True,False,False,False
-1.718461376554144,-0.1435040947858711,-0.570973916003908,-0.6241984958596132,0.9599388613245506,0.3896500927035818,0,0.010226184089232036,-0.11410629426593502,0.5076238247914778,False,True,False,False
-1.718461376554144,-0.17386916997125454,-0.6148368407858389,-0.6540900363558136,1.0038701910079764,0.3700854572824693,0,0.010226184089232029,-0.11410629426593502,1.6615404787343562,False,False,False,False
-1.718461376554144,-0.17212591950814238,1.4779342176935302,2.1300531187785245,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10733553335381972,-1.1738082976416204,False,False,True,False
-1.718461376554144,-0.16340981560484652,-0.6065991594660287,-0.6529401528035479,-0.5285442175548172,-0.34417484399846443,0,0.010226184089232036,-0.11410629426593502,1.7368025640093923,False,False,False,True
-1.718461376554144,-0.17443239451641976,-0.6118935785952627,-0.6496435692523633,-0.5661360321463292,-0.37671810073170936,0,0.010226184089232022,-0.11410629426593502,0.06390790011368297,True,False,False,False
-1.718461376554144,-0.12241359885647303,-0.5540688349918491,-0.6214879267277792,0.6385105551048719,0.2649986006855753,0,0.010226184089232036,-0.11410629426593502,0.8268684828709256,False,False,False,False
-1.718461376554144,-0.17754215090828254,-0.38074998080276057,-0.3390398403262195,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.11394059975604351,-1.1786242847410937,False,False,True,False
-1.718461376554144,7.674131324813806,5.436749932021499,0.03643077525381468,-0.6396751975201624,-0.5271862027592678,1,0.010226184089232036,9.562957677929981,1.8281091766821582,True,False,False,False
-1.718461376554144,-0.16596977876151445,-0.5902343914988378,-0.6287538787743367,2.7373446853944445,1.2043380910676904,0,0.010226184089232036,-0.11410629426593528,-0.19992640413955232,False,False,False,True
-1.7138139761124678,-0.14108319392138233,-0.5468485304907402,-0.5943560510456042,-0.3243470263690786,-0.21740734009457133,0,0.010226184089232036,-0.11410629426593502,0.013964648407061115,False,True,False,False
-1.7138139761124678,-0.17322587700919428,-0.15885024566158928,-0.04771003163950779,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.10867692588255917,-1.1574585445662715,False,False,True,False
-1.7138139761124678,-0.15359568355994202,-0.5711220207899286,-0.6149251223451768,0.5624139126270017,0.1873096062664733,0,0.010226184089232036,-0.11410629426593502,0.013042561918884622,False,True,False,False
-1.7138139761124678,-0.16369988737652647,0.6306052875715579,0.9942290378285386,-0.8736869522357338,-0.5271862027592678,0,0.010226184089232036,-0.09706003040260643,-1.1539841741021586,False,False,True,False
